City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,shiojiri,36.1,137.9667,22.51,35,20,5.14,JP,11/05/2024
286,beyneu,45.3167,55.2,24.88,26,79,7.67,KZ,11/05/2024
287,kikwit,-5.041,18.8162,28.74,61,93,1.21,CD,11/05/2024
288,tarawa,1.419,172.984,29.05,79,75,3.09,KI,11/05/2024
289,qinzhou,21.95,108.6167,29.86,67,42,5.27,CN,11/05/2024
290,tamiahua,21.2667,-97.45,25.33,94,42,2.86,MX,11/05/2024
291,sheridan,44.8333,-106.9173,8.99,87,0,0.0,US,11/05/2024
292,trincomalee,8.5711,81.2335,30.09,73,62,4.93,LK,11/05/2024
293,levuka,50.1834,-105.4011,13.84,54,75,5.9,CA,11/05/2024
294,cidreira,-30.1811,-50.2056,17.16,96,100,3.36,BR,11/05/2024
295,keflavik,64.0049,-22.5624,9.95,93,100,7.72,IS,11/05/2024
296,fort mcmurray,56.7268,-111.381,13.77,30,75,7.2,CA,11/05/2024
297,at taj,24.2049,23.2857,29.14,17,2,6.35,LY,11/05/2024
298,charters towers,-20.1,146.2667,22.82,61,67,5.21,AU,11/05/2024
299,cockburn town,21.4612,-71.1419,26.22,82,56,6.6,TC,11/05/2024
300,mimoso do sul,-21.0642,-41.3664,21.19,96,14,1.24,BR,11/05/2024
301,lupane,-18.9315,27.807,30.45,18,0,1.2,ZW,11/05/2024
302,paita,-5.0892,-81.1144,20.31,82,92,4.63,PE,11/05/2024
303,pierre,44.3683,-100.351,11.27,87,0,3.58,US,11/05/2024
304,stanley,54.868,-1.6985,17.5,75,0,1.54,GB,11/05/2024
305,ejea de los caballeros,42.1263,-1.1372,21.12,34,23,5.46,ES,11/05/2024
306,mokshan,53.4365,44.6132,6.46,93,100,5.4,RU,11/05/2024
307,bazar-korgon,41.0376,72.7459,19.07,70,100,2.37,KG,11/05/2024
308,bechar,31.6167,-2.2167,28.18,12,40,3.09,DZ,11/05/2024
309,yaren,-0.5472,166.916,29.12,63,93,1.05,NR,11/05/2024
310,anadyr,64.75,177.4833,-1.72,86,100,1.0,RU,11/05/2024
311,midvagur,62.0511,-7.1939,10.46,100,100,6.69,FO,11/05/2024
312,vernon,50.2581,-119.2691,14.4,55,49,1.54,CA,11/05/2024
313,bandar abbas,27.1865,56.2808,39.99,17,6,6.17,IR,11/05/2024
314,hithadhoo,-0.6,73.0833,29.33,77,68,4.49,MV,11/05/2024
315,remire-montjoly,4.9167,-52.2667,24.02,100,75,1.03,GF,11/05/2024
316,machiques,10.0644,-72.545,24.86,87,78,2.05,VE,11/05/2024
317,chul'man,56.8479,124.9104,0.71,91,100,0.89,RU,11/05/2024
318,dakhla,23.6848,-15.958,20.01,77,40,10.29,EH,11/05/2024
319,razdol'noye,45.7708,33.4878,19.41,33,95,5.92,UA,11/05/2024
320,iskateley,67.6803,53.1512,-3.32,88,99,3.13,RU,11/05/2024
321,lebu,-37.6167,-73.65,8.44,86,88,3.04,CL,11/05/2024
322,miquelon,47.0975,-56.3814,3.0,91,99,5.47,PM,11/05/2024
323,qaqortoq,60.7167,-46.0333,0.75,90,90,0.62,GL,11/05/2024
324,nouadhibou,20.931,-17.0347,20.99,78,49,9.26,MR,11/05/2024
325,srivardhan,18.0333,73.0167,31.52,62,8,8.17,IN,11/05/2024
326,suntar,62.1444,117.6319,5.55,39,96,1.06,RU,11/05/2024
327,narbonne,43.0833,2.8333,21.68,40,16,3.81,FR,11/05/2024
328,darnah,32.767,22.6367,20.67,66,0,8.47,LY,11/05/2024
329,jefferson,38.1834,-85.65,12.97,84,75,2.57,US,11/05/2024
330,salmon arm,50.6998,-119.3024,14.68,71,21,1.54,CA,11/05/2024
331,labytnangi,66.6572,66.4183,-2.57,89,39,1.06,RU,11/05/2024
332,finale ligure,44.1695,8.3436,24.54,58,7,2.68,IT,11/05/2024
333,fall river,41.7015,-71.1551,8.02,90,100,2.57,US,11/05/2024
334,pechora,65.1472,57.2244,1.03,77,61,4.02,RU,11/05/2024
335,las heras,-46.5419,-68.9359,0.4,84,24,3.8,AR,11/05/2024
336,erenhot,43.6475,111.9767,15.68,11,82,9.05,CN,11/05/2024
337,north bend,43.4065,-124.2243,14.99,94,0,0.0,US,11/05/2024
338,kura,11.7697,8.4303,32.0,33,89,4.55,NG,11/05/2024
339,alcala de guadaira,37.3379,-5.8395,24.06,44,0,1.03,ES,11/05/2024
340,novoishimskiy,53.1981,66.7694,13.43,29,11,8.15,KZ,11/05/2024
341,bathurst,-33.4166,149.5806,13.24,97,76,3.39,AU,11/05/2024
342,sibolga,1.7427,98.7792,27.74,87,96,0.8,ID,11/05/2024
343,taikang,46.8333,124.4167,8.54,82,100,6.5,CN,11/05/2024
344,ivdel',60.6911,60.4206,6.22,56,82,5.81,RU,11/05/2024
345,pijijiapan,15.7011,-93.23,25.78,69,59,1.11,MX,11/05/2024
346,mentor,41.6662,-81.3395,10.83,75,75,3.6,US,11/05/2024
347,vorgashor,67.5833,63.95,-1.78,86,61,2.92,RU,11/05/2024
348,antsiranana,-12.2787,49.2917,30.19,57,87,7.36,MG,11/05/2024
349,kidal,18.4411,1.4078,37.61,6,0,8.34,ML,11/05/2024
350,opuwo,-18.0607,13.84,28.96,16,0,5.18,NA,11/05/2024
351,luderitz,-26.6481,15.1594,21.04,43,0,7.2,NA,11/05/2024
352,christchurch,-43.5333,172.6333,6.38,76,4,2.06,NZ,11/05/2024
353,hirara,24.8,125.2833,26.92,73,75,4.12,JP,11/05/2024
354,san patricio,28.017,-97.5169,27.92,87,61,4.72,US,11/05/2024
355,colonia,50.9333,6.95,22.47,52,0,1.03,DE,11/05/2024
356,san pedro pochutla,15.7333,-96.4667,23.68,61,100,1.18,MX,11/05/2024
357,polyarnyy,69.1989,33.4478,0.41,91,100,5.85,RU,11/05/2024
358,ha'il,27.5219,41.6907,36.01,21,0,7.2,SA,11/05/2024
359,odense,55.3959,10.3883,13.63,73,19,3.09,DK,11/05/2024
360,plock,52.5468,19.7064,11.54,42,100,2.91,PL,11/05/2024
361,royal wootton bassett,51.5419,-1.9045,18.76,68,0,3.6,GB,11/05/2024
362,zhanaozen,43.3,52.8,22.97,31,44,7.86,KZ,11/05/2024
363,coquimbo,-29.9533,-71.3436,9.85,81,0,2.57,CL,11/05/2024
364,galle,6.0367,80.217,30.18,72,100,2.37,LK,11/05/2024
365,banamba,13.55,-7.45,38.21,17,0,5.04,ML,11/05/2024
366,allen,41.0706,-85.0144,13.43,88,100,5.14,US,11/05/2024
367,naryn,41.4287,75.9911,21.45,13,100,3.22,KG,11/05/2024
368,forster,-32.1667,152.5167,16.88,100,100,3.44,AU,11/05/2024
369,marsa alam,25.0757,34.8918,31.39,47,1,5.62,EG,11/05/2024
370,obo,5.3998,26.4869,35.55,33,25,2.96,CF,11/05/2024
371,meulaboh,4.1363,96.1285,29.42,74,100,2.5,ID,11/05/2024
372,sambava,-14.2667,50.1667,27.18,74,67,7.6,MG,11/05/2024
373,kerikeri,-35.2268,173.9474,6.06,89,0,1.87,NZ,11/05/2024
374,phang nga,8.4509,98.5298,33.02,72,98,2.48,TH,11/05/2024
375,lycksele,64.5954,18.6735,8.93,34,45,1.54,SE,11/05/2024
376,langepas,61.2544,75.2124,7.74,59,94,4.88,RU,11/05/2024
377,cabo san lucas,22.8909,-109.9124,21.99,62,40,6.03,MX,11/05/2024
378,kuanda,56.3161,116.0806,7.96,43,18,3.5,RU,11/05/2024
379,letterkenny,54.95,-7.7333,18.94,65,89,4.24,IE,11/05/2024
380,yafran,32.0633,12.5286,17.69,52,0,2.53,LY,11/05/2024
381,ulladulla,-35.35,150.4667,15.85,89,100,2.21,AU,11/05/2024
382,chernomorskoye,45.5039,32.6997,15.61,52,85,6.81,UA,11/05/2024
383,maun,-19.9833,23.4167,28.93,19,0,2.65,BW,11/05/2024
384,east london,-33.0153,27.9116,21.52,40,0,7.2,ZA,11/05/2024
385,bengkulu,-3.8004,102.2655,29.62,74,88,2.09,ID,11/05/2024
386,guerrero negro,27.9769,-114.0611,14.38,85,47,6.09,MX,11/05/2024
387,touros,-5.1989,-35.4608,24.48,86,98,3.64,BR,11/05/2024
388,linxia chengguanzhen,35.6003,103.2064,19.61,32,80,1.57,CN,11/05/2024
389,isla mujeres,21.2311,-86.731,28.03,89,0,4.55,MX,11/05/2024
390,mamuju,-2.6748,118.8885,28.39,83,89,2.37,ID,11/05/2024
391,xiuyan,40.2928,123.2744,18.98,33,2,3.29,CN,11/05/2024
392,nanga eboko,4.6833,12.3667,28.4,69,63,1.69,CM,11/05/2024
393,stettler,52.3168,-112.7186,10.42,57,75,3.36,CA,11/05/2024
394,fougamou,-1.2154,10.5838,29.56,76,91,0.57,GA,11/05/2024
395,whakatane,-37.9585,176.9854,5.84,93,1,2.31,NZ,11/05/2024
396,machico,32.7,-16.7667,21.51,72,40,8.23,PT,11/05/2024
397,scarborough,54.2797,-0.4044,18.14,75,26,4.02,GB,11/05/2024
398,santa ana,33.7456,-117.8678,17.03,82,100,1.54,US,11/05/2024
399,hailakandi,24.6833,92.5667,31.65,57,45,2.47,IN,11/05/2024
400,muslyumovo,55.3033,53.1947,9.78,85,100,8.1,RU,11/05/2024
401,castillos,-34.1667,-53.8333,11.52,90,100,2.75,UY,11/05/2024
402,hasaki,35.7333,140.8333,22.94,66,10,9.61,JP,11/05/2024
403,progreso,21.2833,-89.6667,27.28,85,27,3.77,MX,11/05/2024
404,nogliki,51.8333,143.1667,6.3,59,95,1.79,RU,11/05/2024
405,turinsk,58.0458,63.696,10.68,52,100,8.84,RU,11/05/2024
406,tonghae,37.5439,129.1069,20.69,66,95,4.99,KR,11/05/2024
407,waingapu,-9.6567,120.2641,27.8,78,87,5.83,ID,11/05/2024
408,matinha,-3.1006,-45.0336,23.25,98,100,1.02,BR,11/05/2024
409,ola,59.5833,151.2833,3.41,81,94,2.4,RU,11/05/2024
410,norderney,53.7,7.15,16.7,86,9,4.05,DE,11/05/2024
411,bozhou,33.8772,115.7703,27.34,18,83,3.16,CN,11/05/2024
412,rio grande,-32.035,-52.0986,17.3,92,100,3.71,BR,11/05/2024
413,new gloucester,43.9628,-70.2825,4.18,80,41,0.89,US,11/05/2024
414,yamada,39.4667,141.95,16.99,77,85,4.57,JP,11/05/2024
415,torit,4.4133,32.5678,34.73,37,55,0.91,SS,11/05/2024
416,robertsport,6.7533,-11.3686,29.04,77,21,2.11,LR,11/05/2024
417,freetown,8.484,-13.2299,25.84,89,75,3.09,SL,11/05/2024
418,hotan,37.0997,79.9269,30.24,6,99,3.54,CN,11/05/2024
419,villa gesell,-37.2639,-56.973,12.01,71,100,5.46,AR,11/05/2024
420,quelimane,-17.8786,36.8883,28.97,70,20,1.52,MZ,11/05/2024
421,lilongwe,-13.9669,33.7873,26.11,53,20,4.12,MW,11/05/2024
422,upington,-28.4478,21.2561,18.21,48,0,1.54,ZA,11/05/2024
423,padang,-0.9492,100.3543,29.63,80,82,2.09,ID,11/05/2024
424,lumphat,13.4878,106.9816,39.88,25,100,1.64,KH,11/05/2024
425,ciudad insurgentes,25.2625,-111.7753,16.71,76,70,3.4,MX,11/05/2024
426,le lavandou,43.137,6.366,25.31,61,0,2.57,FR,11/05/2024
427,sabang,5.8933,95.3214,29.53,70,66,1.77,ID,11/05/2024
428,glace bay,46.1969,-59.957,4.32,95,75,1.03,CA,11/05/2024
429,saudarkrokur,65.7461,-19.6394,8.27,88,100,2.76,IS,11/05/2024
430,mugia,43.1041,-9.2179,15.75,85,2,3.76,ES,11/05/2024
431,okhotsk,59.3833,143.3,0.11,96,100,2.16,RU,11/05/2024
432,yuzhno-kurilsk,44.0306,145.8556,7.99,76,100,2.86,RU,11/05/2024
433,port alfred,-33.5906,26.891,19.54,59,31,3.58,ZA,11/05/2024
434,mareeba,-17.0,145.4333,21.4,97,26,1.4,AU,11/05/2024
435,hosanagara,13.9167,75.0667,34.31,35,88,2.64,IN,11/05/2024
436,richards bay,-28.783,32.0377,24.0,71,99,7.39,ZA,11/05/2024
437,antsohihy,-14.8796,47.9875,32.6,40,62,3.99,MG,11/05/2024
438,hastings,50.8552,0.5729,20.22,86,58,5.95,GB,11/05/2024
439,cochrane,51.1834,-114.4687,15.58,33,40,2.57,CA,11/05/2024
440,kincardine,56.0667,-3.7167,22.02,62,27,1.59,GB,11/05/2024
441,andovoranto,-18.95,49.1,26.05,69,21,3.17,MG,11/05/2024
442,la ronge,55.1001,-105.2842,14.14,47,40,4.12,CA,11/05/2024
443,borovo,45.3764,18.9669,20.96,56,0,1.54,HR,11/05/2024
444,jimma,7.6667,36.8333,28.58,36,18,1.38,ET,11/05/2024
445,westport,41.1415,-73.3579,8.64,87,0,2.57,US,11/05/2024
446,dawson creek,55.7666,-120.2362,8.8,43,100,4.12,CA,11/05/2024
447,kandyagash,49.4744,57.4233,15.99,34,12,5.38,KZ,11/05/2024
448,kayangel,8.0823,134.7173,28.91,81,60,7.17,PW,11/05/2024
449,tarakan,3.3,117.6333,29.46,70,68,3.62,ID,11/05/2024
450,tucuma,-0.1833,-50.05,24.68,95,99,0.89,BR,11/05/2024
451,gongzhuling,43.5008,124.8198,15.1,46,95,8.73,CN,11/05/2024
452,zhelezinka,53.54,75.3072,15.23,22,100,4.33,KZ,11/05/2024
453,fonte boa,-2.4959,-66.2662,23.07,99,100,0.88,BR,11/05/2024
454,conceicao da barra,-18.5933,-39.7322,21.89,94,29,1.0,BR,11/05/2024
455,torghay,49.6339,63.4981,18.32,27,28,4.67,KZ,11/05/2024
456,nishinoomote,30.7333,131.0,22.31,68,75,4.12,JP,11/05/2024
457,antonio enes,-16.2325,39.9086,29.78,52,20,3.09,MZ,11/05/2024
458,post,33.1909,-101.3782,15.54,63,70,2.14,US,11/05/2024
459,puerto baquerizo moreno,-0.9,-89.6,22.62,92,92,2.98,EC,11/05/2024
460,lesozavodsk,45.4794,133.4244,13.18,83,100,2.93,RU,11/05/2024
461,tofol,5.3248,163.0078,27.84,76,100,1.01,FM,11/05/2024
462,cacoal,-11.4386,-61.4472,23.78,78,81,1.01,BR,11/05/2024
463,huarmey,-10.0681,-78.1522,18.92,90,83,4.14,PE,11/05/2024
464,cabanglasan,8.1214,125.3275,28.45,70,51,2.35,PH,11/05/2024
465,beitbridge,-22.2167,30.0,29.38,19,0,3.32,ZW,11/05/2024
466,neiafu,-18.65,-173.9833,25.25,67,60,9.44,TO,11/05/2024
467,baishan,41.9431,126.4286,14.56,57,46,6.57,CN,11/05/2024
468,aras-asan,8.8908,126.3033,27.98,83,25,2.76,PH,11/05/2024
469,ilha solteira,-20.4328,-51.3425,18.19,59,48,2.9,BR,11/05/2024
470,velingrad,42.0272,23.9957,15.49,36,59,3.09,BG,11/05/2024
471,genhe,50.7833,121.5167,12.77,25,100,4.96,CN,11/05/2024
472,fostoria,41.157,-83.4169,12.87,70,99,3.58,US,11/05/2024
473,vila franca do campo,37.7167,-25.4333,18.27,99,70,2.31,PT,11/05/2024
474,navia,43.5354,-6.7194,20.2,62,8,1.34,ES,11/05/2024
475,bichura,50.5881,107.6022,18.42,26,0,2.31,RU,11/05/2024
476,franklin,39.9667,-83.0166,12.29,84,100,3.6,US,11/05/2024
477,svetlyy,54.675,20.1347,11.03,51,100,3.76,RU,11/05/2024
478,luanda,-8.8368,13.2343,27.87,76,100,2.73,AO,11/05/2024
479,san jose del guaviare,2.5729,-72.6459,22.28,99,91,0.22,CO,11/05/2024
480,le moule,16.3332,-61.3473,26.02,74,0,4.94,GP,11/05/2024
481,ambajogai,18.7333,76.3833,35.23,29,91,2.1,IN,11/05/2024
482,tamboril,19.4854,-70.611,24.43,94,75,2.06,DO,11/05/2024
483,lima,-12.0432,-77.0282,18.83,82,40,2.57,PE,11/05/2024
484,manokwari,-0.8667,134.0833,26.96,85,100,3.92,ID,11/05/2024
485,qarauyl,48.9451,79.255,8.16,91,100,6.17,KZ,11/05/2024
486,selma,36.5708,-119.6121,19.99,82,0,0.0,US,11/05/2024
487,khandyga,62.6667,135.6,4.46,51,100,1.34,RU,11/05/2024
488,palmira,3.5394,-76.3036,20.71,100,75,1.03,CO,11/05/2024
489,rio branco,-9.9747,-67.81,24.34,100,20,0.0,BR,11/05/2024
490,chumphon,10.3333,98.8333,31.36,53,100,3.75,TH,11/05/2024
491,kainantu,-6.2887,145.8655,18.1,98,100,0.58,PG,11/05/2024
492,mount gambier,-37.8333,140.7667,15.39,74,93,1.42,AU,11/05/2024
493,chon daen,16.1895,100.8596,35.66,39,75,1.71,TH,11/05/2024
494,yantzaza,-3.8278,-78.7594,19.19,99,83,0.47,EC,11/05/2024
495,punta del este,-34.9667,-54.95,14.37,86,0,2.24,UY,11/05/2024
496,kariba,-16.5167,28.8,28.94,36,0,0.72,ZW,11/05/2024
497,island harbour,50.724,-1.2758,20.11,82,100,5.35,GB,11/05/2024
498,jesus maria,-30.9815,-64.0942,8.62,68,100,3.33,AR,11/05/2024
499,sao geraldo do araguaia,-6.4006,-48.555,24.49,86,79,0.25,BR,11/05/2024
500,kulhudhuffushi,6.6221,73.07,29.66,71,96,1.87,MV,11/05/2024
501,galesong,-5.3166,119.3661,29.44,78,17,1.11,ID,11/05/2024
502,atvidaberg,58.2015,15.9977,15.77,32,98,1.28,SE,11/05/2024
503,loikaw,19.6742,97.2094,35.09,23,65,5.69,MM,11/05/2024
504,aykhal,66.0,111.5,-3.61,73,100,3.44,RU,11/05/2024
505,new norfolk,-42.7826,147.0587,10.95,92,48,0.35,AU,11/05/2024
506,kenora,49.8167,-94.4337,6.54,81,40,2.57,CA,11/05/2024
507,minas de marcona,-15.2119,-75.1103,13.53,93,91,6.27,PE,11/05/2024
508,tralee,52.2704,-9.7026,17.14,67,0,4.12,IE,11/05/2024
509,kone,-21.0595,164.8658,20.66,75,76,2.27,NC,11/05/2024
510,thunder bay,48.4001,-89.3168,5.99,100,75,3.6,CA,11/05/2024
511,al bawiti,28.3492,28.8659,27.61,25,0,4.77,EG,11/05/2024
512,dauphin,51.1494,-100.0502,16.08,33,20,8.23,CA,11/05/2024
513,dunda,-8.1167,34.25,27.07,43,10,2.24,TZ,11/05/2024
514,arroyo,41.6096,-4.7969,20.64,55,20,2.57,ES,11/05/2024
515,sarai naurang,32.8259,70.7814,35.86,23,26,3.69,PK,11/05/2024
516,rampachodavaram,17.45,81.7667,36.95,36,0,2.03,IN,11/05/2024
517,hankasalmi,62.3833,26.4333,10.17,37,13,6.58,FI,11/05/2024
518,acapulco de juarez,16.8634,-99.8901,22.9,94,20,1.54,MX,11/05/2024
519,pampa,35.5362,-100.9599,13.53,76,0,3.6,US,11/05/2024
520,santa rita,-7.1139,-34.9781,23.37,100,0,0.0,BR,11/05/2024
521,serov,59.6033,60.5787,5.95,54,100,5.97,RU,11/05/2024
522,griffith,41.5284,-87.4237,11.14,94,0,1.54,US,11/05/2024
523,dutsin-ma,12.4517,7.4981,34.65,36,100,5.87,NG,11/05/2024
524,kaspiyskiy,45.3929,47.3707,18.22,52,20,8.0,RU,11/05/2024
525,ta`u,-14.2336,-169.5144,26.81,88,73,9.81,AS,11/05/2024
526,revda,56.801,59.9303,6.84,79,100,7.9,RU,11/05/2024
527,southborough,42.3056,-71.5245,6.16,93,55,1.65,US,11/05/2024
528,pimentel,-6.8367,-79.9342,19.16,82,0,2.57,PE,11/05/2024
529,fort st. john,56.2499,-120.8529,8.94,31,100,4.63,CA,11/05/2024
530,palikir - national government center,6.9248,158.1611,26.47,89,75,2.57,FM,11/05/2024
531,belebey,54.1167,54.1167,6.69,79,100,7.97,RU,11/05/2024
532,zaoyang,32.1272,112.7542,25.59,43,100,2.95,CN,11/05/2024
533,tabuk,17.4189,121.4443,31.25,62,100,1.91,PH,11/05/2024
534,taoudenni,22.6783,-3.9836,36.4,7,100,7.6,ML,11/05/2024
535,lauro de freitas,-12.8944,-38.3272,26.01,83,100,6.69,BR,11/05/2024
536,port-gentil,-0.7193,8.7815,29.98,79,40,5.14,GA,11/05/2024
537,kalmunai,7.4167,81.8167,31.5,66,100,3.94,LK,11/05/2024
538,bac ninh,21.1833,106.05,32.05,62,76,5.48,VN,11/05/2024
539,greymouth,-42.4667,171.2,8.03,83,44,2.09,NZ,11/05/2024
540,edremit,39.5961,27.0244,16.93,63,75,6.17,TR,11/05/2024
541,bathsheba,13.2167,-59.5167,27.34,83,40,7.72,BB,11/05/2024
542,haiku-pauwela,20.9219,-156.3051,21.69,91,40,1.54,US,11/05/2024
543,bonthe,7.5264,-12.505,29.94,72,26,1.52,SL,11/05/2024
544,dyatlovo,53.4631,25.4068,9.33,55,100,5.1,BY,11/05/2024
545,ust-tsilma,65.441,52.1498,1.45,100,35,2.24,RU,11/05/2024
546,selfoss,63.9331,-20.9971,9.47,92,98,3.4,IS,11/05/2024
547,salalah,17.0151,54.0924,34.05,59,0,6.69,OM,11/05/2024
548,katsuren-haebaru,26.3369,127.8719,26.43,68,40,3.6,JP,11/05/2024
549,juruti,-2.1522,-56.0922,23.54,97,87,0.65,BR,11/05/2024
550,da nang,16.0678,108.2208,29.99,74,20,2.57,VN,11/05/2024
551,borodino,55.9106,94.8983,17.18,84,100,5.58,RU,11/05/2024
552,kota tinggi,1.7381,103.8999,32.28,74,67,2.77,MY,11/05/2024
553,egilsstadir,65.2653,-14.3948,12.95,67,0,5.14,IS,11/05/2024
554,kununurra,-15.7667,128.7333,29.99,51,6,2.57,AU,11/05/2024
555,kirensk,57.7853,108.1119,17.2,28,93,4.47,RU,11/05/2024
556,lazaro cardenas,17.9583,-102.2,22.17,79,92,2.06,MX,11/05/2024
557,ketchikan,55.3422,-131.6461,6.99,93,0,3.09,US,11/05/2024
558,nazare,-13.035,-39.0144,23.56,99,85,1.68,BR,11/05/2024
559,muscat,23.6139,58.5922,33.01,47,0,5.13,OM,11/05/2024
560,port lincoln,-34.7333,135.8667,14.8,80,99,2.96,AU,11/05/2024
561,downpatrick,54.3263,-5.7035,19.16,80,54,3.05,GB,11/05/2024
562,kotovsk,47.7531,29.532,17.49,52,96,5.7,UA,11/05/2024
563,ujae,8.9322,165.7642,27.02,83,100,4.1,MH,11/05/2024
564,villa garcia,22.1667,-101.95,18.73,49,4,2.09,MX,11/05/2024
565,dalandzadgad,43.5708,104.425,20.01,10,17,6.21,MN,11/05/2024
566,kita,13.0349,-9.4895,36.59,25,33,4.0,ML,11/05/2024
567,livny,52.4253,37.6069,10.49,70,81,6.74,RU,11/05/2024
568,kegeyli shahar,42.7767,59.6078,26.05,18,50,2.16,UZ,11/05/2024
569,camacupa,-12.0167,17.4833,22.97,39,3,2.18,AO,11/05/2024
